id	filename	md5	size	state
90e59238-06ae-41ef-9c6d-4ccffb5b575e	4a270b76-a32a-4b17-8b73-640fc253abcb.rna_seq.augmented_star_gene_counts.tsv	ade92eb34ab95c4ee7c35d48cba4dec7	4229855	released
244301c1-6529-431a-aae6-dff750fbc6c9	732ae0a0-496c-42f3-b949-21d5a4ef50d2.rna_seq.augmented_star_gene_counts.tsv	6cb7d418812b1cf9fbd2c8fab9010064	4224673	released
f5fca710-64fb-40b1-990d-6f9293700cbb	d90adfc3-f464-459d-8d1c-ad813dc35b5d.rna_seq.augmented_star_gene_counts.tsv	f762c01624b684b7aa5ea43e43f28acd	4213091	released
8e03505c-0316-497c-ab8d-c422a2793814	cea8eb3d-1710-4721-8205-412775f0471f.rna_seq.augmented_star_gene_counts.tsv	443d6f8e6e83f3d75475dfe9a3ae9928	4219108	released
e3a7ea76-e50e-4681-9a8e-bcfa9e842d25	1df250d8-7b8e-4bcb-8dc6-756985d127f2.rna_seq.augmented_star_gene_counts.tsv	80836cdacda4026a805ba54d50f75ed8	4210835	released
0a28c09e-ad50-4614-8040-43ae1bf68704	658fdfd0-ad91-48eb-9edb-49de811b3c93.rna_seq.augmented_star_gene_counts.tsv	9766132c4137c9b8306efbc3762635c9	4231748	released
7aada10f-1e2e-4db5-b39b-d9200de2d31b	b7f5e11a-226e-44c2-b8c0-a2b93c9f6080.rna_seq.augmented_star_gene_counts.tsv	699bdf34de5fa22b7df2f9e548c2cb22	4191534	released
7e31a4ef-b4a2-459d-9834-ec373ca7ca26	1dee6ae5-035a-4d4f-a2cc-2d2c0dfd663e.rna_seq.augmented_star_gene_counts.tsv	3a093844c222a001d2dd69ba536a1193	4221029	released
3daf3f37-cb29-4c4a-92d9-c2ac7bc75429	e47fa16c-cd5b-4589-8c6e-88616584b022.rna_seq.augmented_star_gene_counts.tsv	00407351079b80732b157d756bf71b99	4212965	released
f8ed560d-fbe7-42b7-8a42-ddbac7fec426	b1bfa15c-0125-4c60-a62d-e3e3160c0cf5.rna_seq.augmented_star_gene_counts.tsv	58592750632772b60f12a2a1cda7cd04	4157818	released
e490516e-2cf9-4800-94ea-ac2557afff6d	11ec9d56-c1c3-4a66-9fff-40dd0be2c62d.rna_seq.augmented_star_gene_counts.tsv	3b6fe46765c4ddb963afb613b88b4600	4164110	released
e62d4a0d-458d-4484-9b44-69600f7de6f4	a0fcfb0c-914f-401e-ab0a-2a5672c28130.rna_seq.augmented_star_gene_counts.tsv	11f9b304a3c8f212c05cffc4e902ad88	4172545	released
