gene_id	trimmed_mean_expression
ENSG00000164406.8	6.2519665
ENSG00000164411.12	1.2839036
ENSG00000164414.18	7.4415584
ENSG00000164418.21	0.01746315
ENSG00000164430.16	23.221273
ENSG00000164434.12	0.007415272
ENSG00000164438.6	0.021054484
ENSG00000164440.15	1.3923159
ENSG00000164442.10	225.94325
ENSG00000164451.13	0.016378326
ENSG00000164458.10	0.018834976
ENSG00000164463.12	29.71469
ENSG00000164465.19	1.5380917
ENSG00000164466.13	17.53225
ENSG00000164483.17	1.4067162
ENSG00000164484.12	0.3131362
ENSG00000164485.15	0.19399594
ENSG00000164488.12	0.002822759
ENSG00000164494.12	10.15803
ENSG00000164500.7	0.07535517
ENSG00000164506.14	32.00009
ENSG00000164508.5	0.010808768
ENSG00000164509.15	2.1778944
ENSG00000164512.18	1.232858
ENSG00000164520.11	0.13227618
ENSG00000164530.15	0.7362949
ENSG00000164532.11	0.1347388
ENSG00000164535.15	42.35391
ENSG00000164542.13	2.7742913
ENSG00000164543.7	33.605972
ENSG00000164548.11	160.60387
ENSG00000164556.7	3.4079363
ENSG00000164574.16	18.139584
ENSG00000164576.12	11.826047
ENSG00000164587.13	434.4291
ENSG00000164588.8	0.0027899507
ENSG00000164591.14	1.4040186
ENSG00000164597.15	20.39973
ENSG00000164600.7	0.0014491625
ENSG00000164603.12	13.977548
ENSG00000164604.13	0.51490796
ENSG00000164609.10	52.483215
ENSG00000164610.9	14.192883
ENSG00000164611.13	30.01125
ENSG00000164615.6	22.10191
ENSG00000164616.16	0.004587488
ENSG00000164619.10	0.08672956
ENSG00000164620.9	4.419389
ENSG00000164621.5	0.94822025
ENSG00000164626.9	19.887453
ENSG00000164627.18	0.25348836
ENSG00000164631.19	24.126467
ENSG00000164638.10	1.0636959
ENSG00000164645.3	0.0039527095
ENSG00000164647.9	0.15190847
ENSG00000164649.20	39.4987
ENSG00000164651.17	0.12237695
ENSG00000164654.16	19.5728
ENSG00000164659.15	2.450827
ENSG00000164663.14	10.406275
ENSG00000164669.13	0.28035775
ENSG00000164674.16	23.409374
ENSG00000164675.11	0.13491635
ENSG00000164683.18	0.1679537
ENSG00000164684.13	2.6592479
ENSG00000164687.11	15.01924
ENSG00000164690.8	0.29175773
ENSG00000164691.18	75.27108
ENSG00000164692.18	1.1076195
ENSG00000164694.17	0.07145341
ENSG00000164695.5	0.21024501
ENSG00000164707.15	1.5497661
ENSG00000164708.6	0.0
ENSG00000164713.10	43.33944
ENSG00000164715.6	24.959587
ENSG00000164729.7	0.07508108
ENSG00000164733.22	101.020706
ENSG00000164736.6	0.037458226
ENSG00000164740.5	0.20874995
ENSG00000164741.15	7.3744435
ENSG00000164742.16	0.4756164
ENSG00000164743.5	0.13615291
ENSG00000164744.13	0.24114919
ENSG00000164746.14	0.25050324
ENSG00000164749.13	0.027560296
ENSG00000164751.15	21.007524
ENSG00000164754.15	122.738304
ENSG00000164756.12	0.022573696
ENSG00000164758.7	41.740646
ENSG00000164761.9	0.104697734
ENSG00000164764.11	0.889351
ENSG00000164776.10	14.236282
ENSG00000164778.4	0.017170344
ENSG00000164794.9	0.003696847
ENSG00000164796.18	0.013610245
ENSG00000164808.17	33.844337
ENSG00000164815.11	8.162692
ENSG00000164816.8	0.041553594
ENSG00000164818.16	8.699631
ENSG00000164821.5	328.3294
ENSG00000164822.5	0.17246383
ENSG00000164823.11	29.447811
ENSG00000164825.4	19.70226
ENSG00000164828.18	11.694157
ENSG00000164830.18	22.195156
ENSG00000164841.5	0.04986749
ENSG00000164845.16	2.33501
ENSG00000164849.10	1.8784295
ENSG00000164850.15	1.924694
ENSG00000164853.9	1.3170264
ENSG00000164855.16	4.431176
ENSG00000164867.11	0.46043015
ENSG00000164871.17	0.002225813
ENSG00000164877.19	13.924794
ENSG00000164879.7	1.720734
ENSG00000164880.16	63.856842
ENSG00000164885.13	11.817382
ENSG00000164889.15	18.09667
ENSG00000164893.9	0.0036945813
ENSG00000164896.20	30.89634
ENSG00000164897.14	31.37109
ENSG00000164898.13	1.3539363
ENSG00000164900.4	0.06885448
ENSG00000164902.14	11.515244
ENSG00000164904.18	0.9067321
ENSG00000164916.11	37.24932
ENSG00000164919.11	38.333313
ENSG00000164920.9	0.5992722
ENSG00000164924.18	285.89395
ENSG00000164929.17	25.340443
ENSG00000164930.12	5.528708
ENSG00000164932.13	1.8994564
ENSG00000164933.12	1.2549179
ENSG00000164934.14	10.806526
ENSG00000164935.6	0.417151
ENSG00000164938.14	81.31531
ENSG00000164941.14	27.68228
ENSG00000164944.12	25.63498
ENSG00000164946.20	0.62249815
ENSG00000164949.8	1.4841127
ENSG00000164951.16	15.770368
ENSG00000164953.16	2.8295715
ENSG00000164961.16	46.64454
ENSG00000164967.10	14.632476
ENSG00000164970.15	9.596644
ENSG00000164972.13	0.6878874
ENSG00000164975.15	13.10978
ENSG00000164976.9	1.0927382
ENSG00000164978.18	22.911707
ENSG00000164983.7	15.339793
ENSG00000164985.15	40.608044
ENSG00000164989.17	3.4481075
ENSG00000165006.14	142.27434
ENSG00000165023.7	0.022182561
ENSG00000165025.15	141.04526
ENSG00000165028.12	5.7396765
ENSG00000165029.17	29.924067
ENSG00000165030.4	184.48831
ENSG00000165046.13	5.432197
ENSG00000165055.16	7.2484
ENSG00000165059.8	0.14999074
ENSG00000165060.15	7.3116407
ENSG00000165061.15	0.034450445
ENSG00000165066.13	0.12836778
ENSG00000165071.15	35.683575
ENSG00000165072.10	16.936035
ENSG00000165076.14	0.17127596
ENSG00000165078.13	1.0210791
ENSG00000165084.16	0.0060268966
ENSG00000165091.18	0.031846896
ENSG00000165092.13	13.647875
ENSG00000165097.16	45.036938
ENSG00000165102.15	31.360472
ENSG00000165105.10	0.052600693
ENSG00000165113.13	5.653672
ENSG00000165115.15	3.7213457
ENSG00000165118.15	4.498009
ENSG00000165119.21	362.39804
ENSG00000165120.5	0.07727832
ENSG00000165121.11	14.053459
ENSG00000165124.18	0.12724622
ENSG00000165125.22	0.45598355
ENSG00000165131.8	2.3781915
ENSG00000165138.18	3.1453965
ENSG00000165140.11	22.915936
ENSG00000165152.9	0.41255295
ENSG00000165156.15	21.92289
ENSG00000165164.14	0.1354398
ENSG00000165168.8	256.75613
ENSG00000165169.11	17.32533
ENSG00000165171.11	0.5912264
ENSG00000165175.16	60.790863
ENSG00000165178.9	61.90197
ENSG00000165181.16	1.1830161
ENSG00000165182.12	0.44648468
ENSG00000165185.15	8.564251
ENSG00000165186.12	0.02352936
ENSG00000165188.13	0.21299891
ENSG00000165192.14	0.14237547
ENSG00000165194.15	0.036914192
ENSG00000165195.16	30.304415
ENSG00000165197.5	0.042685125
ENSG00000165202.3	0.23143065
ENSG00000165204.3	0.39888453
ENSG00000165209.19	16.788813
ENSG00000165215.6	0.32955787
ENSG00000165219.22	41.23634
ENSG00000165233.18	90.73135
ENSG00000165238.16	0.080025904
ENSG00000165240.20	8.259345
ENSG00000165244.7	17.442194
ENSG00000165246.14	0.035047393
ENSG00000165259.14	0.6899539
ENSG00000165264.11	24.70369
ENSG00000165269.13	0.1497594
ENSG00000165271.17	28.059467
ENSG00000165272.16	11.316934
ENSG00000165275.10	13.345758
ENSG00000165280.17	112.840454
ENSG00000165282.14	13.666831
ENSG00000165283.16	80.252785
ENSG00000165288.11	19.251665
ENSG00000165300.7	0.48824453
ENSG00000165304.8	9.824323
ENSG00000165309.14	0.050904434
ENSG00000165312.6	76.676865
ENSG00000165322.18	16.081404
ENSG00000165323.15	0.09820099
ENSG00000165325.14	0.06325615
ENSG00000165338.17	0.834802
ENSG00000165349.12	0.403053
ENSG00000165355.7	44.36344
ENSG00000165359.16	21.29554
ENSG00000165370.3	0.021161282
ENSG00000165376.11	0.18885577
ENSG00000165379.13	0.0042511327
ENSG00000165383.11	3.207874
ENSG00000165389.7	15.810246
ENSG00000165392.11	19.822168
ENSG00000165406.16	62.68071
ENSG00000165409.18	0.7033986
ENSG00000165410.15	15.716479
ENSG00000165416.15	13.058229
ENSG00000165417.12	14.286928
ENSG00000165424.7	7.316898
ENSG00000165434.8	8.31223
ENSG00000165443.12	0.006674187
ENSG00000165449.11	1.8127915
ENSG00000165457.14	3.4156415
ENSG00000165458.14	93.61021
ENSG00000165462.5	0.80890644
ENSG00000165471.7	0.005882069
ENSG00000165474.8	0.36429805
ENSG00000165475.15	8.476988
ENSG00000165476.14	16.677322
ENSG00000165478.7	0.019121774
ENSG00000165480.16	9.910283
ENSG00000165487.14	33.057045
ENSG00000165490.13	3.3909326
ENSG00000165494.11	59.697716
ENSG00000165495.16	0.09912414
ENSG00000165496.5	0.85274935
ENSG00000165501.17	10.024099
ENSG00000165502.7	344.10974
ENSG00000165506.15	15.511434
ENSG00000165507.9	10.156444
ENSG00000165509.13	0.014359507
ENSG00000165511.6	4.005183
ENSG00000165512.5	29.711746
ENSG00000165516.11	21.212297
ENSG00000165521.15	0.26126227
ENSG00000165525.18	30.602688
ENSG00000165526.9	18.790325
ENSG00000165527.7	132.92734
ENSG00000165533.19	4.035252
ENSG00000165548.11	0.81681937
ENSG00000165553.4	0.024390148
ENSG00000165555.9	1.705222
ENSG00000165556.10	0.21107627
ENSG00000165566.12	0.01290197
ENSG00000165568.18	5.574694
ENSG00000165572.8	6.949444
ENSG00000165583.15	0.006700887
ENSG00000165584.16	0.0038505422
ENSG00000165588.18	0.0052466006
ENSG00000165591.6	1.9536434
ENSG00000165606.9	0.04821172
ENSG00000165609.13	22.508999
ENSG00000165617.15	1.881862
ENSG00000165621.8	0.034393888
ENSG00000165623.10	0.035678428
ENSG00000165626.17	0.23333457
ENSG00000165629.20	150.43411
ENSG00000165630.14	9.154464
ENSG00000165632.8	14.893285
ENSG00000165633.13	0.31690055
ENSG00000165637.13	103.45078
ENSG00000165643.11	0.008494482
ENSG00000165644.11	7.640906
ENSG00000165646.14	3.56327
ENSG00000165650.12	79.986115
ENSG00000165655.17	11.570832
ENSG00000165660.8	27.074907
ENSG00000165661.17	27.752514
ENSG00000165669.14	12.128648
ENSG00000165671.21	45.97784
ENSG00000165672.7	57.965862
ENSG00000165675.16	8.089501
ENSG00000165678.21	159.0089
ENSG00000165682.14	5.7297816
ENSG00000165684.4	16.525928
ENSG00000165685.8	2.7486432
ENSG00000165688.12	32.06416
ENSG00000165689.17	24.484549
ENSG00000165694.10	0.24267301
ENSG00000165695.10	0.54563147
ENSG00000165698.16	4.567077
ENSG00000165699.15	12.468773
ENSG00000165702.14	13.134687
ENSG00000165704.15	65.57735
ENSG00000165714.11	13.324342
ENSG00000165716.11	17.18179
ENSG00000165724.6	14.451273
ENSG00000165730.16	0.7822698
ENSG00000165731.20	2.6964626
ENSG00000165732.13	165.37648
ENSG00000165733.8	21.25565
ENSG00000165752.17	8.68524
ENSG00000165757.9	1.8533288
ENSG00000165762.3	0.006239311
ENSG00000165775.18	12.014322
ENSG00000165782.11	50.73487
ENSG00000165792.18	22.50954
ENSG00000165794.10	0.096423745
ENSG00000165795.23	4.0443726
ENSG00000165799.5	0.18433368
ENSG00000165801.10	30.757172
ENSG00000165802.23	28.297125
ENSG00000165804.16	13.212791
ENSG00000165805.10	0.030861676
ENSG00000165806.21	17.855158
ENSG00000165807.8	0.2670948
ENSG00000165810.17	0.29570395
ENSG00000165813.20	17.511806
ENSG00000165816.13	0.16735397
ENSG00000165819.12	37.88362
ENSG00000165821.12	1.82164
ENSG00000165828.15	0.8705564
ENSG00000165832.6	9.833648
ENSG00000165837.12	0.26836225
ENSG00000165841.11	0.013250542
ENSG00000165861.14	25.759714
ENSG00000165863.17	0.034706898
ENSG00000165868.16	0.063908964
ENSG00000165874.13	0.31490096
ENSG00000165879.9	35.944786
ENSG00000165886.5	15.019793
ENSG00000165887.12	0.15400818
ENSG00000165891.16	4.4058247
ENSG00000165895.19	0.9002723
ENSG00000165898.14	8.654926
ENSG00000165899.11	0.017512215
ENSG00000165905.18	1.7501789
ENSG00000165912.16	1.5938693
ENSG00000165914.15	5.331504
ENSG00000165915.14	18.51258
ENSG00000165916.8	70.70143
ENSG00000165917.10	3.7686763
ENSG00000165923.16	1.2076911
ENSG00000165929.13	11.154866
ENSG00000165934.13	12.421332
ENSG00000165935.9	0.4368001
ENSG00000165943.5	66.61358
ENSG00000165948.11	7.629882
ENSG00000165949.12	7.827353
ENSG00000165953.10	0.006154483
ENSG00000165959.12	5.3012276
ENSG00000165966.16	0.37634543
ENSG00000165970.12	0.0026895565
ENSG00000165972.13	0.9494275
ENSG00000165973.19	0.0068071913
ENSG00000165983.14	9.636589
ENSG00000165985.10	1.5437135
ENSG00000165995.22	1.4911186
ENSG00000165996.14	8.799343
ENSG00000165997.5	39.654926
ENSG00000166002.7	10.244573
ENSG00000166004.15	12.724895
ENSG00000166006.14	0.004844434
ENSG00000166007.11	0.0006928079
ENSG00000166012.17	45.02587
ENSG00000166013.11	0.0
ENSG00000166016.6	11.202905
ENSG00000166024.14	30.206783
ENSG00000166025.18	6.753471
ENSG00000166033.13	0.29587093
ENSG00000166035.11	0.97967184
ENSG00000166037.11	23.196459
ENSG00000166046.11	31.84564
ENSG00000166049.11	0.0048907385
ENSG00000166068.13	1.5640343
ENSG00000166069.13	0.002244532
ENSG00000166073.11	0.361443
ENSG00000166086.13	2.7531786
ENSG00000166090.8	0.014543546
ENSG00000166091.21	1.9153411
ENSG00000166104.15	0.23245919
ENSG00000166105.16	0.26664332
ENSG00000166106.3	0.3247555
ENSG00000166111.10	0.036731627
ENSG00000166118.8	0.0021591133
ENSG00000166123.14	12.611979
ENSG00000166126.11	5.914025
ENSG00000166128.13	83.8668
ENSG00000166130.15	7.457297
ENSG00000166133.18	7.983318
ENSG00000166135.14	20.749144
ENSG00000166136.16	10.467685
ENSG00000166140.17	11.793419
ENSG00000166143.10	0.19803062
ENSG00000166145.14	9.747984
ENSG00000166147.14	4.4469094
ENSG00000166148.4	0.3541044
ENSG00000166152.4	0.008250542
ENSG00000166153.16	1.062154
ENSG00000166159.11	0.44729084
ENSG00000166160.9	0.0
ENSG00000166164.16	24.51932
ENSG00000166165.13	21.615734
ENSG00000166166.13	13.059933
ENSG00000166167.18	11.07779
ENSG00000166169.17	12.251026
ENSG00000166170.10	38.71624
ENSG00000166171.13	9.93477
ENSG00000166173.11	0.1648403
ENSG00000166181.13	44.193905
ENSG00000166183.16	0.13703586
ENSG00000166188.2	21.261992
ENSG00000166189.8	20.06847
ENSG00000166192.15	1.1053461
ENSG00000166197.17	70.76302
ENSG00000166199.13	15.844077
ENSG00000166200.15	48.525543
ENSG00000166206.15	0.013902168
ENSG00000166211.8	0.21423842
ENSG00000166220.12	0.089519896
ENSG00000166224.17	16.757431
ENSG00000166225.9	19.799828
ENSG00000166226.13	105.13465
ENSG00000166228.9	36.385967
ENSG00000166233.15	20.358343
ENSG00000166246.14	1.1729289
ENSG00000166250.12	1.1965194
ENSG00000166257.9	0.2541772
ENSG00000166260.13	7.3672338
ENSG00000166261.11	6.899778
ENSG00000166262.16	1.4186891
ENSG00000166263.13	1.6002493
ENSG00000166265.13	1.7083361
ENSG00000166266.14	24.519901
ENSG00000166268.11	0.16143833
ENSG00000166272.18	15.669847
ENSG00000166275.16	15.091854
ENSG00000166278.15	2.0872533
ENSG00000166289.6	5.192358
ENSG00000166292.12	0.019427288
ENSG00000166295.9	34.44439
ENSG00000166311.10	23.111156
ENSG00000166313.19	7.3131156
ENSG00000166317.12	0.4051998
ENSG00000166321.14	18.345354
ENSG00000166323.13	1.5517366
ENSG00000166326.7	25.246351
ENSG00000166329.3	0.13009241
ENSG00000166333.14	1.9418099
ENSG00000166337.10	5.713052
ENSG00000166340.17	142.90968
ENSG00000166341.8	9.291651
ENSG00000166342.19	0.29103884
ENSG00000166343.10	6.30496
ENSG00000166347.19	2.807341
ENSG00000166348.18	4.750729
ENSG00000166349.10	1.5468981
ENSG00000166351.10	0.0014016748
ENSG00000166352.17	2.10064
ENSG00000166359.11	5.9469056
ENSG00000166363.5	0.076041974
ENSG00000166368.2	0.08990188
ENSG00000166377.20	12.987515
ENSG00000166387.13	5.307038
ENSG00000166391.15	0.013163647
ENSG00000166394.15	0.7858136
ENSG00000166396.13	0.014727488
ENSG00000166398.14	8.657215
ENSG00000166401.15	28.881432
ENSG00000166402.9	0.30088985
ENSG00000166405.15	0.77151924
ENSG00000166407.14	0.14439073
ENSG00000166408.4	0.007968276
ENSG00000166411.14	9.450482
ENSG00000166415.15	0.03556374
ENSG00000166426.8	0.78468317
ENSG00000166428.14	50.44122
ENSG00000166432.15	13.179354
ENSG00000166435.15	5.6549687
ENSG00000166436.16	9.777518
ENSG00000166439.6	29.89331
ENSG00000166441.13	298.35196
ENSG00000166444.19	1.6027158
ENSG00000166446.15	15.739179
ENSG00000166448.15	0.23047814
ENSG00000166450.13	0.034728274
ENSG00000166451.13	8.091139
ENSG00000166452.12	9.991276
ENSG00000166454.10	30.568861
ENSG00000166455.14	0.12836434
ENSG00000166471.11	26.31717
ENSG00000166473.17	0.028844235
ENSG00000166477.13	20.997036
ENSG00000166478.10	18.45296
ENSG00000166479.10	21.896656
ENSG00000166482.12	11.345645
ENSG00000166483.11	16.106674
ENSG00000166484.20	14.946717
ENSG00000166492.9	0.44305006
ENSG00000166501.14	70.933235
ENSG00000166503.9	3.904705
ENSG00000166507.19	2.9039688
ENSG00000166508.18	126.74012
ENSG00000166509.12	0.011441576
ENSG00000166510.14	0.5456498
ENSG00000166523.8	11.485294
ENSG00000166526.18	22.05618
ENSG00000166527.8	19.35245
ENSG00000166529.15	5.1140623
ENSG00000166530.8	0.9337822
ENSG00000166532.16	16.34066
ENSG00000166535.20	0.31413734
ENSG00000166546.14	1.1846012
ENSG00000166548.17	6.521468
ENSG00000166557.14	7.316189
ENSG00000166558.11	0.10378217
ENSG00000166562.9	10.522783
ENSG00000166569.8	0.04536857
ENSG00000166573.6	0.0155133
ENSG00000166575.17	5.9756103
ENSG00000166578.10	1.4771869
ENSG00000166579.16	46.542137
ENSG00000166582.10	13.284076
ENSG00000166589.13	0.116287194
ENSG00000166592.12	4.4796295
ENSG00000166595.12	51.875168
ENSG00000166596.15	0.13808829
ENSG00000166598.15	266.40204
ENSG00000166603.5	0.0150190145
ENSG00000166619.15	20.831564
ENSG00000166634.6	0.023490049
ENSG00000166664.14	2.6012478
ENSG00000166669.13	18.022726
ENSG00000166670.10	0.023798423
ENSG00000166676.17	2.9306312
ENSG00000166681.14	30.71641
ENSG00000166682.13	2.2611966
ENSG00000166685.12	21.987217
ENSG00000166689.16	0.9437885
ENSG00000166693.7	0.0005304433
ENSG00000166704.11	4.482521
ENSG00000166707.12	1.3773907
ENSG00000166710.21	1277.9303
ENSG00000166716.10	50.464687
ENSG00000166734.20	33.08386
ENSG00000166736.11	0.12834787
ENSG00000166741.8	1.0441244
ENSG00000166743.9	14.562837
ENSG00000166747.13	67.896935
ENSG00000166750.10	8.433514
ENSG00000166762.19	2.4712622
ENSG00000166763.8	0.29889873
ENSG00000166770.11	0.7505626
ENSG00000166780.11	1.7423973
ENSG00000166783.22	54.237896
ENSG00000166787.3	0.006163054
ENSG00000166788.10	14.144819
ENSG00000166793.13	7.1788144
ENSG00000166794.5	86.22368
ENSG00000166796.12	0.6315567
ENSG00000166797.11	34.755356
ENSG00000166800.10	0.9681446
ENSG00000166801.16	31.910727
ENSG00000166803.14	11.017399
ENSG00000166813.16	2.6461358
ENSG00000166816.15	3.5325217
ENSG00000166819.12	0.23241062
ENSG00000166821.9	1.8876057
ENSG00000166822.13	23.534641
ENSG00000166823.5	0.57109874
ENSG00000166825.15	118.93128
ENSG00000166828.3	0.019651823
ENSG00000166831.9	5.9779396
ENSG00000166833.22	0.44750795
ENSG00000166839.17	10.193523
ENSG00000166840.13	0.20655891
ENSG00000166845.15	3.1655746
ENSG00000166847.10	19.083729
ENSG00000166848.7	54.46871
ENSG00000166851.15	13.540004
ENSG00000166855.9	30.12046
ENSG00000166856.3	0.44625255
ENSG00000166860.3	15.4029665
ENSG00000166862.7	0.025207883
ENSG00000166863.13	0.46706438
ENSG00000166866.13	0.6357838
ENSG00000166869.3	0.012088868
ENSG00000166881.10	21.04539
ENSG00000166884.2	0.008071527
ENSG00000166886.13	27.754065
ENSG00000166887.16	46.146317
ENSG00000166888.12	115.17582
ENSG00000166889.14	86.96949
ENSG00000166896.9	7.641487
ENSG00000166897.16	0.23342098
ENSG00000166900.17	25.054325
ENSG00000166902.5	52.866554
ENSG00000166908.18	16.755018
ENSG00000166912.17	43.629166
ENSG00000166913.13	108.80945
ENSG00000166917.11	0.1561272
ENSG00000166920.13	2.1060872
ENSG00000166922.8	1.204885
ENSG00000166923.12	0.14662048
ENSG00000166924.9	0.2865626
ENSG00000166925.9	79.38421
ENSG00000166926.8	0.33653346
ENSG00000166927.13	20.64483
ENSG00000166928.11	5.663408
ENSG00000166930.7	0.048519216
ENSG00000166938.13	24.612215
ENSG00000166946.14	42.940495
ENSG00000166947.15	34.54533
ENSG00000166948.10	0.2776152
ENSG00000166949.16	36.788548
ENSG00000166959.8	0.023172708
ENSG00000166960.16	0.006285123
ENSG00000166961.15	0.016985321
ENSG00000166963.13	12.681444
ENSG00000166965.12	9.2316265
ENSG00000166971.17	7.357709
ENSG00000166974.13	44.212837
ENSG00000166979.13	1.5295177
ENSG00000166984.12	0.017421873
ENSG00000166986.15	54.03866
ENSG00000166987.15	51.543514
ENSG00000166997.8	8.602576
ENSG00000167004.13	244.5291
ENSG00000167005.14	54.967026
ENSG00000167011.9	0.07289202
ENSG00000167014.11	0.071362264
ENSG00000167034.10	2.461699
ENSG00000167037.19	0.21610996
ENSG00000167046.4	0.8596602
ENSG00000167065.14	4.3225527
ENSG00000167074.15	2.3728526
ENSG00000167077.13	6.4846373
ENSG00000167080.9	0.018192513
ENSG00000167081.18	42.964054
ENSG00000167083.7	1.9474854
ENSG00000167085.13	17.814901
ENSG00000167088.11	24.417622
ENSG00000167094.16	0.7259133
ENSG00000167098.12	0.0485737
ENSG00000167100.15	1.3675327
ENSG00000167103.12	2.8452165
ENSG00000167104.11	0.017888375
ENSG00000167105.8	1.3317457
ENSG00000167106.12	27.365473
ENSG00000167107.13	8.950677
ENSG00000167110.18	28.802067
ENSG00000167112.10	11.114397
ENSG00000167113.11	16.533821
ENSG00000167114.13	12.518592
ENSG00000167117.10	0.5013644
ENSG00000167118.11	27.917788
ENSG00000167123.19	9.372686
ENSG00000167130.18	15.011579
ENSG00000167131.17	0.019958425
ENSG00000167136.7	6.7673244
ENSG00000167139.9	0.017061675
ENSG00000167157.11	0.13461271
ENSG00000167165.19	0.0026576358
ENSG00000167173.19	123.88513
ENSG00000167178.16	0.043547787
ENSG00000167182.15	30.427645
ENSG00000167183.3	1.3835659
ENSG00000167186.11	8.025748
ENSG00000167191.12	0.21495901
ENSG00000167193.8	24.787563
ENSG00000167194.7	0.12545015
ENSG00000167195.7	0.050140396
ENSG00000167196.14	9.072493
ENSG00000167202.11	39.07894
ENSG00000167207.14	12.40026
ENSG00000167208.15	25.128633
ENSG00000167210.17	4.857318
ENSG00000167216.17	2.0186362
ENSG00000167220.12	1.8855679
ENSG00000167232.14	18.226606
ENSG00000167244.21	0.11179872
ENSG00000167257.11	14.32098
ENSG00000167258.15	61.65769
ENSG00000167261.14	25.29542
ENSG00000167264.18	11.956079
ENSG00000167272.11	26.157063
ENSG00000167280.17	35.936943
ENSG00000167281.19	1.0841866
ENSG00000167283.8	19.025085
ENSG00000167286.10	44.008198
ENSG00000167291.16	4.1777062
ENSG00000167302.11	17.400383
ENSG00000167306.20	0.19026661
ENSG00000167311.14	0.12203754
ENSG00000167315.18	16.842503
ENSG00000167323.11	58.832233
ENSG00000167325.15	41.464832
ENSG00000167332.9	0.038787387
ENSG00000167333.13	6.7758613
ENSG00000167346.7	0.0038452214
ENSG00000167355.8	0.10754857
ENSG00000167359.8	0.22830246
ENSG00000167360.6	0.12153862
ENSG00000167363.14	4.9680343
ENSG00000167371.21	0.3385686
ENSG00000167377.18	0.4384149
ENSG00000167378.8	42.11022
ENSG00000167380.16	5.1455064
ENSG00000167384.10	5.345011
ENSG00000167390.8	0.017586308
ENSG00000167393.18	6.8346167
ENSG00000167393.18_PAR_Y	0.0
ENSG00000167394.13	8.340131
ENSG00000167395.10	17.523691
ENSG00000167397.15	2.7208142
ENSG00000167414.4	1.5391859
ENSG00000167419.11	7.4996076
ENSG00000167434.10	4.682524
ENSG00000167447.12	14.475326
ENSG00000167459.17	0.01460394
ENSG00000167460.17	125.0877
ENSG00000167461.12	35.344387
ENSG00000167468.18	151.77357
ENSG00000167470.12	185.38159
ENSG00000167476.10	1.3674499
ENSG00000167483.19	8.011034
ENSG00000167487.12	7.737259
ENSG00000167491.17	71.543945
ENSG00000167494.9	0.0344734
ENSG00000167508.12	14.421478
ENSG00000167513.9	64.271675
ENSG00000167515.10	10.952549
ENSG00000167522.16	38.469105
ENSG00000167523.14	2.2863946
ENSG00000167524.16	8.499276
ENSG00000167525.14	7.0844436
ENSG00000167526.14	944.6366
ENSG00000167528.13	11.941537
ENSG00000167531.6	0.053313006
ENSG00000167535.8	3.0240426
ENSG00000167536.14	5.8091526
ENSG00000167543.16	25.50686
ENSG00000167548.16	84.85031
ENSG00000167549.18	3.1681697
ENSG00000167550.11	5.220978
ENSG00000167552.14	223.42645
ENSG00000167553.16	31.748236
ENSG00000167554.15	1.957534
ENSG00000167555.14	5.325772
ENSG00000167562.13	4.7329464
ENSG00000167565.13	33.42375
ENSG00000167566.17	24.758228
ENSG00000167578.18	1.3109707
ENSG00000167580.8	0.026604729
ENSG00000167588.13	0.55203664
ENSG00000167595.15	8.070023
ENSG00000167600.14	8.49209
ENSG00000167601.12	2.7718256
ENSG00000167604.15	83.95192
ENSG00000167608.12	4.7713137
ENSG00000167612.13	0.04519872
ENSG00000167613.16	66.011154
ENSG00000167614.14	1.3311954
ENSG00000167615.17	264.4717
ENSG00000167617.3	0.45186883
ENSG00000167618.10	2.7884462
ENSG00000167619.13	0.21269825
ENSG00000167625.11	11.187934
ENSG00000167632.18	25.501362
ENSG00000167633.18	0.58684534
ENSG00000167634.12	0.35260582
ENSG00000167635.12	37.471504
ENSG00000167637.18	2.2907498
ENSG00000167641.11	2.5065238
ENSG00000167642.13	11.640512
ENSG00000167644.12	0.0
ENSG00000167645.17	20.490887
ENSG00000167646.14	0.31390503
ENSG00000167653.5	0.68690836
ENSG00000167654.18	0.3234142
ENSG00000167656.5	0.0070081768
ENSG00000167657.14	24.849768
ENSG00000167658.16	2740.8264
ENSG00000167664.8	15.820681
ENSG00000167670.16	38.095352
ENSG00000167671.12	46.30707
ENSG00000167674.15	21.662569
ENSG00000167676.4	4.950833
ENSG00000167680.17	13.639864
ENSG00000167685.15	5.98409
ENSG00000167693.17	1.6213963
ENSG00000167695.15	3.327845
ENSG00000167699.13	19.52394
ENSG00000167700.9	12.694749
ENSG00000167701.14	3.8355503
ENSG00000167702.13	13.7316475
ENSG00000167703.15	23.122423
ENSG00000167705.12	25.35562
ENSG00000167711.14	3.1124644
ENSG00000167716.19	29.953806
ENSG00000167720.13	6.127275
ENSG00000167721.11	22.608719
ENSG00000167723.15	0.3537219
ENSG00000167733.14	2.9454072
ENSG00000167740.10	14.494463
ENSG00000167741.11	0.18038197
ENSG00000167747.15	42.745434
ENSG00000167748.11	0.7097524
ENSG00000167749.11	0.016382461
ENSG00000167751.13	0.021043548
ENSG00000167754.13	0.01140739
ENSG00000167755.15	0.005190443
ENSG00000167757.14	0.017218621
ENSG00000167759.13	0.06763252
ENSG00000167766.18	21.125143
ENSG00000167767.14	0.4838451
ENSG00000167768.4	4.443836
ENSG00000167769.5	0.35906717
ENSG00000167770.11	42.16354
ENSG00000167771.6	1.5369598
ENSG00000167772.12	3.5589976
